PAR,Dummy,HTR + E-BST,HTR + TE-BST,HTR + QO$_{0.25}$,HTR + QO$_{1} + M$
0.020166015625,0.01884765625,2.968,1.588,0.44074609375,0.351724609375
0.026591796875,0.02373046875,41.93400000000001,13.992,7.92,8.824000000000002
0.02009765625,0.018603515625,18.414,5.0680000000000005,2.1160000000000005,0.8841640625
0.018447265625,0.01734375,15.37,8.424000000000001,2.68,2.8000000000000003
0.0210546875,0.019384765625,25.39,8.437999999999999,5.098000000000001,3.798
0.0183984375,0.017294921875,20.656,10.604000000000001,3.7180000000000013,3.222
0.020703125,0.01908203125,37.188,21.261999999999997,9.228,7.1480000000000015
0.031552734375,0.022880859375,5.496,1.27556640625,1.052880859375,0.9715488281249998
0.03177734375,0.027626953125,32.28,7.94,7.1,6.416
0.03052734375,0.023828125,22.004,14.957999999999998,4.098,1.4004355468749998
0.0200390625,0.018583984375,6.5459999999999985,4.008,1.7180000000000002,1.0855507812499998
0.0184375,0.017294921875,110.25,78.842,19.868,14.734000000000002
0.019951171875,0.018056640625,12.128,7.958000000000001,2.8080000000000003,2.498
0.018408203125,0.0173046875,8.398,6.425999999999998,1.896,0.6023984375
0.025205078124999995,0.02259765625,30.879999999999995,21.35,7.082000000000002,1.9980000000000004
